iter	Logloss
426	0.3202990584
427	0.3202722465
428	0.3202450681
429	0.3202058097
430	0.3201857579
431	0.3201605366
432	0.3201415272
433	0.3201239709
434	0.320103396
435	0.3200707355
436	0.320050831
437	0.320027247
438	0.319999631
439	0.3199713513
440	0.3199411
441	0.3199215328
442	0.3199047734
443	0.3198807663
444	0.3198611258
445	0.3198344599
446	0.3198068109
447	0.3197813502
448	0.3197589059
449	0.3197367717
450	0.3197103732
451	0.3196925074
452	0.3196749444
453	0.3196522973
454	0.3196286352
455	0.3196147223
456	0.3195890595
457	0.3195556402
458	0.3195264724
459	0.31950438
460	0.3194869664
461	0.3194549952
462	0.3194293157
463	0.3194075394
464	0.3193943917
465	0.3193717578
466	0.3193498616
467	0.3193341196
468	0.319313949
469	0.31929724
470	0.3192762286
471	0.3192541384
472	0.3192274012
473	0.3192132363
474	0.3191938118
475	0.3191664671
476	0.3191293538
477	0.3191033465
478	0.3190767411
479	0.3190488668
480	0.3190257353
481	0.319004058
482	0.3189773382
483	0.3189584566
484	0.3189390988
485	0.3189256246
486	0.3189069332
487	0.3188809738
488	0.3188433172
489	0.3188256994
490	0.3188030692
491	0.3187717362
492	0.3187542449
493	0.3187286234
494	0.3187030878
495	0.3186858435
496	0.3186605255
497	0.3186299875
498	0.3186077807
499	0.3185896682
500	0.3185636743
501	0.3185440165
502	0.3185214831
503	0.3184967245
504	0.3184726529
505	0.3184526321
506	0.3184231638
507	0.318402476
508	0.3183771645
509	0.3183551232
510	0.3183223227
511	0.3182993664
512	0.3182694025
513	0.3182502804
514	0.3182252499
515	0.3181983577
516	0.3181759894
517	0.3181468735
518	0.318129208
519	0.3181040364
520	0.3180855068
521	0.3180624614
522	0.3180448822
523	0.3180197824
524	0.3179942666
525	0.3179746806
526	0.3179505123
527	0.3179313347
528	0.3179103766
529	0.3178926434
530	0.317874452
531	0.3178548464
532	0.3178217289
533	0.3177976557
534	0.3177784524
535	0.3177586149
536	0.3177362997
537	0.3177188159
538	0.3176956827
539	0.3176761883
540	0.3176517622
541	0.3176316579
542	0.3176133159
543	0.3175843078
544	0.3175644504
545	0.3175364682
546	0.3175177363
547	0.3174891496
548	0.3174634095
549	0.3174413835
550	0.3174109884
551	0.3173807299
552	0.3173615658
553	0.3173427578
554	0.3173126472
555	0.317283821
556	0.3172625549
557	0.3172447946
558	0.3172193549
559	0.317191822
560	0.3171732287
561	0.3171491976
562	0.3171207186
563	0.3170983902
564	0.317074433
565	0.3170564361
566	0.3170260221
567	0.3170044368
568	0.3169781799
569	0.3169575935
570	0.3169401441
571	0.3169163373
572	0.3168901441
573	0.3168700711
574	0.3168432776
575	0.3168289076
576	0.3168047424
577	0.316786587
578	0.3167637223
579	0.3167450839
580	0.3167137728
581	0.316693884
582	0.3166729377
583	0.3166513276
584	0.3166305673
585	0.3165990771
586	0.3165834747
587	0.316570114
588	0.3165513951
589	0.3165328601
590	0.3165129751
591	0.316491107
592	0.3164517987
593	0.3164383042
594	0.316410174
595	0.3163780995
596	0.3163645659
597	0.3163529333
598	0.3163292162
599	0.316311542
600	0.3162843023
601	0.3162605378
602	0.3162347164
603	0.3162146314
604	0.3161941636
605	0.3161725258
606	0.316145889
607	0.316129747
608	0.3161030893
609	0.3160885341
610	0.3160668134
611	0.3160482327
612	0.3160311735
613	0.3160095344
614	0.3159892555
615	0.3159733242
616	0.3159542473
617	0.3159410705
618	0.3159238397
619	0.3159081149
620	0.3158887181
621	0.3158716953
622	0.3158521156
623	0.3158316544
624	0.3158079194
625	0.315778178
626	0.31575847
627	0.3157323114
628	0.3157057818
629	0.3156894818
630	0.3156601031
631	0.3156396133
632	0.3156149165
633	0.3155968629
634	0.3155594956
635	0.3155373388
636	0.3155211909
637	0.3154906374
638	0.315457811
639	0.3154399507
640	0.3154218881
641	0.315395082
642	0.3153757723
643	0.3153536441
644	0.3153272857
645	0.315301351
646	0.3152722674
647	0.3152567728
648	0.3152330383
649	0.3152025713
650	0.31517634
651	0.315148414
652	0.3151229473
653	0.3150954484
654	0.3150793495
655	0.3150439845
656	0.3150293436
657	0.3150127549
658	0.3149967888
659	0.314973229
660	0.3149537826
661	0.3149237971
662	0.3149092866
663	0.3148861893
664	0.3148591316
665	0.3148272265
666	0.3147991548
667	0.3147677775
668	0.3147416364
669	0.3147231213
670	0.314699005
671	0.3146686281
672	0.3146447583
673	0.3146165031
674	0.3145840319
675	0.3145673079
676	0.3145500459
677	0.3145281599
678	0.3145084171
679	0.3144758532
680	0.31445614
681	0.3144291722
682	0.3143996957
683	0.3143775457
684	0.3143543172
685	0.3143334503
686	0.3143065174
687	0.3142833921
688	0.3142614605
689	0.3142361529
690	0.3142089304
691	0.3141874736
692	0.3141607631
693	0.3141442186
694	0.314100395
695	0.3140820701
696	0.3140631194
697	0.314041766
698	0.3140192393
699	0.314002811
700	0.3139816787
701	0.3139617739
702	0.3139401871
703	0.3139176187
704	0.3138988395
705	0.3138771707
706	0.3138525259
707	0.3138337402
708	0.3137994688
709	0.3137699063
710	0.3137512838
711	0.3137263114
712	0.3137127672
713	0.313691006
714	0.3136727491
715	0.3136418865
716	0.3136193455
717	0.3136013147
718	0.3135879601
719	0.3135709552
720	0.3135566889
721	0.3135335465
722	0.3135118499
723	0.3134868035
724	0.3134686732
725	0.3134392222
726	0.3134198943
727	0.313399986
728	0.3133773246
729	0.3133568941
730	0.3133368197
731	0.3133157148
732	0.3132948193
733	0.3132719032
734	0.3132512565
735	0.3132333298
736	0.313218175
737	0.31318931
738	0.3131695298
739	0.3131532647
740	0.3131351885
741	0.3131149505
742	0.3131043515
743	0.3130866344
744	0.3130530045
745	0.3130320296
746	0.3130053776
747	0.3129911846
748	0.3129645613
749	0.3129482045
750	0.3129252226
751	0.3129000843
752	0.3128838853
753	0.3128550096
754	0.3128301273
755	0.3128020247
756	0.3127859427
757	0.3127676151
758	0.312748032
759	0.3127227488
760	0.3127008641
761	0.3126834988
762	0.3126672323
763	0.3126481435
764	0.3126306911
765	0.3126095519
766	0.3125892103
767	0.3125720117
768	0.3125536076
769	0.3125315764
770	0.3125126683
771	0.3124927587
772	0.3124786621
773	0.3124582775
774	0.3124337866
775	0.3124184418
776	0.3123990948
777	0.3123794516
778	0.3123552517
779	0.312328958
780	0.3123116351
781	0.3122904761
782	0.3122702294
783	0.3122488067
784	0.3122202187
785	0.3121979186
786	0.3121791494
787	0.3121524706
788	0.31212928
789	0.3121080982
790	0.3120840436
791	0.3120658446
792	0.312047474
793	0.3120220807
794	0.3119998393
795	0.3119795042
796	0.3119539288
797	0.3119396391
798	0.3119246779
799	0.3119057689
800	0.3118910136
801	0.3118625787
802	0.3118356327
803	0.3118094203
804	0.3117870688
805	0.3117657238
806	0.3117325053
807	0.3117108026
808	0.3116834668
809	0.3116691419
810	0.3116484201
811	0.3116297317
812	0.3116122477
813	0.3115969254
814	0.3115780494
815	0.3115509648
816	0.3115256695
817	0.3115037686
818	0.3114824562
819	0.311459101
820	0.3114363539
821	0.3114146217
822	0.3113980339
823	0.3113781128
824	0.3113546713
825	0.3113352839
826	0.3113162353
827	0.3112983219
828	0.3112836011
829	0.3112673194
830	0.3112437305
831	0.3112163385
832	0.3112014289
833	0.3111856679
834	0.31116872
835	0.3111533089
836	0.3111342897
837	0.3111161628
838	0.3111009123
839	0.3110839115
840	0.3110659129
841	0.3110502934
842	0.3110265076
843	0.3110062585
844	0.3109791356
845	0.3109555529
846	0.310928979
847	0.3109136762
848	0.3109035233
849	0.3108827078
850	0.3108680647
851	0.3108509715
852	0.3108320209
853	0.3108067183
854	0.3107864652
855	0.3107669617
856	0.3107529041
857	0.3107306947
858	0.3107101603
859	0.3106889503
860	0.3106644155
861	0.3106275685
862	0.3106039048
863	0.3105892045
864	0.3105768253
865	0.3105604275
866	0.3105460359
867	0.3105320493
868	0.3105126624
869	0.3104915501
870	0.3104761238
871	0.3104666523
872	0.3104474451
873	0.3104295453
874	0.3104113867
875	0.310398735
876	0.3103810948
877	0.3103623518
878	0.3103449197
879	0.3103148749
880	0.3102960449
881	0.3102829747
882	0.3102574416
883	0.310237029
884	0.310217323
885	0.3102026127
886	0.3101854367
887	0.3101679771
888	0.3101493467
889	0.3101273984
890	0.3101075339
891	0.3100829791
892	0.3100618005
893	0.3100476851
894	0.3100223336
895	0.3100000877
896	0.3099798575
897	0.3099613519
898	0.309945318
899	0.309914532
900	0.3098958803
901	0.3098806513
902	0.3098569621
903	0.3098408979
904	0.3098127464
905	0.3097885516
906	0.3097735105
907	0.3097518162
908	0.3097243698
909	0.3097034253
910	0.3096759256
911	0.3096582285
912	0.3096428174
913	0.3096272323
914	0.3096086256
915	0.30958743
916	0.3095652266
917	0.3095435573
918	0.3095225258
919	0.3095014632
920	0.3094888412
921	0.3094767862
922	0.309460116
923	0.3094412059
924	0.309422071
925	0.309395229
926	0.309371464
927	0.3093552949
928	0.309327026
929	0.3093016866
930	0.3092834162
931	0.30925318
932	0.309233118
933	0.3092159264
934	0.3091994699
935	0.3091823285
936	0.3091563485
937	0.3091354049
938	0.3091142046
939	0.3090970536
940	0.3090845888
941	0.3090608158
942	0.3090480136
943	0.3090340342
944	0.3090188706
945	0.3089903532
946	0.3089741766
947	0.3089585525
948	0.3089432317
949	0.3089286095
950	0.3089101719
951	0.3088981052
952	0.3088786752
953	0.3088651986
954	0.3088449055
955	0.3088296393
956	0.3088207104
957	0.3087976434
958	0.3087816376
959	0.3087610684
960	0.308739232
961	0.3087158381
962	0.308695264
963	0.3086807206
964	0.3086681754
965	0.3086535661
966	0.3086303365
967	0.3086105617
968	0.3085940631
969	0.3085821648
970	0.3085637513
971	0.3085386198
972	0.3085153787
973	0.3084927083
974	0.3084739571
975	0.3084540642
976	0.3084253258
977	0.3084088016
978	0.3083841447
979	0.3083537845
980	0.3083280927
981	0.3083074843
982	0.3082958158
983	0.3082809172
984	0.3082715301
985	0.3082575703
986	0.3082416168
987	0.3082161916
988	0.3081898478
989	0.3081648484
990	0.3081512654
991	0.3081311797
992	0.308107665
993	0.3080933284
994	0.3080691523
995	0.3080547964
996	0.3080354515
997	0.3080164619
998	0.3079918886
999	0.3079763968
